date,serial_number,model,capacity_bytes,failure
2016-01-11,JK11A8B9J98X5F,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z300XEES,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGMMG7J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z3041MVE,ST4000DM000,4000787030016,1
2016-01-11,Z302322G,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGSTHAJ,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z300XEEX,ST4000DM000,4000787030016,1
2016-01-11,Z300WFCS,ST4000DM000,4000787030016,1
2016-01-11,S300Z7WL,ST4000DM000,4000787030016,1
2016-01-11,S300Z7WM,ST4000DM000,4000787030016,1
2016-01-11,X4A2K03PFMXB,TOSHIBA MD04ABA500V,5000981078016,1
2016-01-11,Z300F92X,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGSS43J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,W30029Q1,ST4000DM000,4000787030016,1
2016-01-11,S300Z7WD,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGT5SUH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,S300Z7WZ,ST4000DM000,4000787030016,1
2016-01-11,45CHK11RFMYB,TOSHIBA MD04ABA400V,4000787030016,1
2016-01-11,Z300XEE2,ST4000DM000,4000787030016,1
2016-01-11,Z300XEE0,ST4000DM000,4000787030016,1
2016-01-11,Z300PC9X,ST4000DM000,4000787030016,1
2016-01-11,JK11A8B9J7E24F,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,S300Z7WV,ST4000DM000,4000787030016,1
2016-01-11,JK11A8B9J0U5AF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z3029GJ1,ST4000DM000,4000787030016,1
2016-01-11,JK11A8B9HWEWVF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,MJ1321YNG0GXMA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z302EQMF,ST4000DM000,4000787030016,1
2016-01-11,S300WDXR,ST4000DM000,4000787030016,1
2016-01-11,JK11A4B8J7RP4W,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,W300BBBX,ST4000DM000,4000787030016,1
2016-01-11,Z304HSY5,ST4000DM000,4000787030016,1
2016-01-11,S300WDXE,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGM1RKH,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z304HSY1,ST4000DM000,4000787030016,1
2016-01-11,Z300K8TE,ST4000DM000,4000787030016,1
2016-01-11,Z304HSY2,ST4000DM000,4000787030016,1
2016-01-11,MK0331YHGTV4HA,Hitachi HDS723030ALA640,3000592982016,1
2016-01-11,S3011657,ST4000DM000,4000787030016,1
2016-01-11,W300B6K8,ST4000DM000,4000787030016,1
2016-01-11,Z305AQHV,ST4000DM000,4000787030016,1
2016-01-11,S3011652,ST4000DM000,4000787030016,1
2016-01-11,Z300558S,ST4000DM000,4000787030016,1
2016-01-11,Z4D042V7,ST6000DX000,6001175126016,1
2016-01-11,Z302B0G6,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGUMUUJ,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z3015HWX,ST4000DM000,4000787030016,1
2016-01-11,Z3059JS3,ST4000DM000,4000787030016,1
2016-01-11,Z300KJM9,ST4000DM000,4000787030016,1
2016-01-11,Z300X7M4,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG02YUA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z3015HWC,ST4000DM000,4000787030016,1
2016-01-11,Z302T8VN,ST4000DM000,4000787030016,1
2016-01-11,Z302T8VH,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGLWADJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,PL1321LAG36ABH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,MJ1323YNG1EK0C,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL1331LAGRDD2H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z302F221,ST4000DM000,4000787030016,1
2016-01-11,Z302AKWZ,ST4000DM000,4000787030016,1
2016-01-11,W300JMZ1,ST4000DM000,4000787030016,1
2016-01-11,S301GPEW,ST4000DM000,4000787030016,1
2016-01-11,S301GPEV,ST4000DM000,4000787030016,1
2016-01-11,Z302AKWV,ST4000DM000,4000787030016,1
2016-01-11,S301GPEX,ST4000DM000,4000787030016,1
2016-01-11,Z4D0DKPZ,ST6000DX000,6001175126016,1
2016-01-11,PL1311LAG33HNH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z302AKWP,ST4000DM000,4000787030016,1
2016-01-11,Z302AKWQ,ST4000DM000,4000787030016,1
2016-01-11,Z302510P,ST4000DM000,4000787030016,1
2016-01-11,WD-WMAYV0000238,WDC WD1600AAJS,160041885696,1
2016-01-11,Z302AKWM,ST4000DM000,4000787030016,1
2016-01-11,JK1101YAK5YZAV,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z302510T,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSAKWH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z30110WW,ST4000DM000,4000787030016,1
2016-01-11,S301LDJJ,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSALAH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,MJ1321YNG0TZLA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL1311LAG3EB4H,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z300YL56,ST4000DM000,4000787030016,1
2016-01-11,PL1311LAG3D9JH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z302AKW9,ST4000DM000,4000787030016,1
2016-01-11,Z302AKW7,ST4000DM000,4000787030016,1
2016-01-11,Z302AKW5,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSLWUH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,S300YPXM,ST4000DM000,4000787030016,1
2016-01-11,S300YPXN,ST4000DM000,4000787030016,1
2016-01-11,PL1311LAG39ZBH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,JK11A8B9J7VDNF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z3025106,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNG9YEGA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,MK0301YHGLKXHD,Hitachi HDS723030ALA640,3000592982016,1
2016-01-11,PL1321LAG363NH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z3027HJM,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGRZH5H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1321LAG35L2H,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z302T8V9,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGMSG8J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,JK11A8B9JPZJLF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z3015HW8,ST4000DM000,4000787030016,1
2016-01-11,JK11A8YBKYUMLF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z302T8V3,ST4000DM000,4000787030016,1
2016-01-11,Z302SGNT,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNGA6ZNA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL1311LAG387VH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z302FEEH,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGN07XJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,PL2331LAGSUPWJ,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,JK11A8B9J3M0DF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,S300YSDK,ST4000DM000,4000787030016,1
2016-01-11,JK11A8B9J7MMBF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z3016SM9,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNGA6PPA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL2331LAGM7B2J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z304L9KJ,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG3KWHA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z304L9KG,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNGA6DDA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL1321LAGAYDWH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z302FDAZ,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGTAX4H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,JK11A8B9GP9B0F,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z304L9KY,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGML0KJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z303F3JE,ST4000DM000,4000787030016,1
2016-01-11,Z1Z03FTJ,ST4000DX000,4000787030016,1
2016-01-11,Z304L9KV,ST4000DM000,4000787030016,1
2016-01-11,Z304L9KQ,ST4000DM000,4000787030016,1
2016-01-11,Z304L9KR,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGT0KEH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,MJ0351YNGAA4VA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,JK11A8B9J2K3ZF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z302S9QK,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG3G4JA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z300XEJ1,ST4000DM000,4000787030016,1
2016-01-11,JK11A8B9J8HKTF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,MJ1311YNG6U1JA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL2331LAGSU27J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,JK11A8B9J902HF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,PL2331LAGU9M4J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z302T64V,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGTH3TH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,S300VLJ8,ST4000DM000,4000787030016,1
2016-01-11,W300CSSZ,ST4000DM000,4000787030016,1
2016-01-11,JK11A1YAJH8MTV,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,W300GLSS,ST4000DM000,4000787030016,1
2016-01-11,W300960V,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGR99JH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z4D0ADLH,ST6000DX000,6001175126016,1
2016-01-11,PL1331LAGSM5TH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,S300VLJ6,ST4000DM000,4000787030016,1
2016-01-11,WD-WMC4M2889605,WDC WD20EFRX,2000398934016,1
2016-01-11,PL1331LAGT6L0H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z3041JNE,ST4000DM000,4000787030016,1
2016-01-11,W300DV4E,ST4000DM000,4000787030016,1
2016-01-11,S300Z44Z,ST4000DM000,4000787030016,1
2016-01-11,JK11A8B9J7981F,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z30416L0,ST4000DM000,4000787030016,1
2016-01-11,JK11A8YBKYTJ0F,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,MK0313YHGNAMAC,Hitachi HDS723030ALA640,3000592982016,1
2016-01-11,PL1331LAGTNNTH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,JK1101B9JPRA6R,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,PL1311LAG18H2A,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z300K0L4,ST4000DM000,4000787030016,1
2016-01-11,Z304L9K8,ST4000DM000,4000787030016,1
2016-01-11,PL1311LAG397SH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,PL1331LAGM38LH,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z304L9K6,ST4000DM000,4000787030016,1
2016-01-11,Z304L9K1,ST4000DM000,4000787030016,1
2016-01-11,Z300X696,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGM31PH,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,W300HHG5,ST4000DM000,4000787030016,1
2016-01-11,Z302SQZT,ST4000DM000,4000787030016,1
2016-01-11,JK11H1B9GJNYUR,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,PL1311LAG2E0HH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z3029H4P,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGRXGWJ,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1331LAGRL4AH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z4D067X1,ST6000DX000,6001175126016,1
2016-01-11,Z3029H4K,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNGA6WRA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z3029H4N,ST4000DM000,4000787030016,1
2016-01-11,Z304JGC5,ST4000DM000,4000787030016,1
2016-01-11,Z304JGC4,ST4000DM000,4000787030016,1
2016-01-11,Z304JGC7,ST4000DM000,4000787030016,1
2016-01-11,Z304JGC6,ST4000DM000,4000787030016,1
2016-01-11,Z304JGC1,ST4000DM000,4000787030016,1
2016-01-11,Z304JGC0,ST4000DM000,4000787030016,1
2016-01-11,Z304JGC3,ST4000DM000,4000787030016,1
2016-01-11,Z304JGC2,ST4000DM000,4000787030016,1
2016-01-11,Z304KCKF,ST4000DM000,4000787030016,1
2016-01-11,JK1101B9G655AF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z300ZKEG,ST4000DM000,4000787030016,1
2016-01-11,Z3029ZYW,ST4000DM000,4000787030016,1
2016-01-11,Z300ZKED,ST4000DM000,4000787030016,1
2016-01-11,Z300ZKEK,ST4000DM000,4000787030016,1
2016-01-11,Z300ZKEJ,ST4000DM000,4000787030016,1
2016-01-11,Z304KCKM,ST4000DM000,4000787030016,1
2016-01-11,Z304KCKK,ST4000DM000,4000787030016,1
2016-01-11,Z304KCKH,ST4000DM000,4000787030016,1
2016-01-11,W300SS6R,ST4000DM000,4000787030016,1
2016-01-11,Z304QL3L,ST4000DM000,4000787030016,1
2016-01-11,Z30252DK,ST4000DM000,4000787030016,1
2016-01-11,Z30252DH,ST4000DM000,4000787030016,1
2016-01-11,Z30252DF,ST4000DM000,4000787030016,1
2016-01-11,S301GNS4,ST4000DM000,4000787030016,1
2016-01-11,S301GNS7,ST4000DM000,4000787030016,1
2016-01-11,JK1160YAGMAUPT,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z304KCKZ,ST4000DM000,4000787030016,1
2016-01-11,Z302S9AV,ST4000DM000,4000787030016,1
2016-01-11,Z304KCKY,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSH2EH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z4D09EMT,ST6000DX000,6001175126016,1
2016-01-11,Z304JHJ2,ST4000DM000,4000787030016,1
2016-01-11,Z30252D9,ST4000DM000,4000787030016,1
2016-01-11,Z30252D6,ST4000DM000,4000787030016,1
2016-01-11,Z3029AQE,ST4000DM000,4000787030016,1
2016-01-11,Z30252D2,ST4000DM000,4000787030016,1
2016-01-11,W300SS6W,ST4000DM000,4000787030016,1
2016-01-11,Z304KCK7,ST4000DM000,4000787030016,1
2016-01-11,Z304KCK4,ST4000DM000,4000787030016,1
2016-01-11,Z300ZKE0,ST4000DM000,4000787030016,1
2016-01-11,Z304KCK3,ST4000DM000,4000787030016,1
2016-01-11,Z300ZKE5,ST4000DM000,4000787030016,1
2016-01-11,Z4D0ES3J,ST6000DX000,6001175126016,1
2016-01-11,W300BS7J,ST4000DM000,4000787030016,1
2016-01-11,Z3059JVS,ST4000DM000,4000787030016,1
2016-01-11,Z300ZKE9,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSRVNH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,S301GNSQ,ST4000DM000,4000787030016,1
2016-01-11,Z304KCK8,ST4000DM000,4000787030016,1
2016-01-11,Z304KCK9,ST4000DM000,4000787030016,1
2016-01-11,Z3029H48,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCL,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCN,ST4000DM000,4000787030016,1
2016-01-11,Z304JPRW,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCJ,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCE,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCG,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCF,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCA,ST4000DM000,4000787030016,1
2016-01-11,W300J3C0,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCB,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCX,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGUJP8J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z304JGCZ,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCT,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCW,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCV,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCQ,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCP,ST4000DM000,4000787030016,1
2016-01-11,Z304JGCS,ST4000DM000,4000787030016,1
2016-01-11,Z3029ZYX,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSB5ZH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1331LAGSNTKH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1331LAGRA4XH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z3029BFP,ST4000DM000,4000787030016,1
2016-01-11,MJ1323YNG18R9C,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL1331LAGSJV2H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z304JMY0,ST4000DM000,4000787030016,1
2016-01-11,Z3016PMG,ST4000DM000,4000787030016,1
2016-01-11,Z3041L3T,ST4000DM000,4000787030016,1
2016-01-11,JK1105B8GEU9SX,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,PL2331LAGSUX5J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL2331LAGMJS7J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,PL1331LAGRANLH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z3016PMW,ST4000DM000,4000787030016,1
2016-01-11,Z3016PMQ,ST4000DM000,4000787030016,1
2016-01-11,Z300MX0K,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGUKN9J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z3016PMR,ST4000DM000,4000787030016,1
2016-01-11,Z302G5PB,ST4000DM000,4000787030016,1
2016-01-11,Z302G5PA,ST4000DM000,4000787030016,1
2016-01-11,S30112YA,ST4000DM000,4000787030016,1
2016-01-11,Z302G5PD,ST4000DM000,4000787030016,1
2016-01-11,Z300ZQWW,ST4000DM000,4000787030016,1
2016-01-11,Z300ZQWV,ST4000DM000,4000787030016,1
2016-01-11,Z300ZQWT,ST4000DM000,4000787030016,1
2016-01-11,S301JLE2,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGMS56J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z300ZQWP,ST4000DM000,4000787030016,1
2016-01-11,Z302BVC6,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSGKSH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z302G5PP,ST4000DM000,4000787030016,1
2016-01-11,4593K19XFMYB,TOSHIBA MD04ABA400V,4000787030016,1
2016-01-11,MJ0351YNG9XNJA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,JK1101B9GDXG4F,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,MJ1311YNG05MVA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z304LAHM,ST4000DM000,4000787030016,1
2016-01-11,W300TSJP,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSG2BH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z304KDK3,ST4000DM000,4000787030016,1
2016-01-11,W300TSJT,ST4000DM000,4000787030016,1
2016-01-11,PL1321LAG346NH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z302BVCM,ST4000DM000,4000787030016,1
2016-01-11,Z302BVCH,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGMA0XJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,PL1331LAGSH83H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1331LAGRK77H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z304LAHV,ST4000DM000,4000787030016,1
2016-01-11,JK11A4B8J7RTYW,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z304LAHP,ST4000DM000,4000787030016,1
2016-01-11,JK1105B8G76X3X,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z4D0AALM,ST6000DX000,6001175126016,1
2016-01-11,Z3029BF6,ST4000DM000,4000787030016,1
2016-01-11,S3008D3H,ST4000DM000,4000787030016,1
2016-01-11,W3004VYG,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSAR9H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z3041L36,ST4000DM000,4000787030016,1
2016-01-11,PL1321LAG34M0H,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z3029BF8,ST4000DM000,4000787030016,1
2016-01-11,Z304JFKQ,ST4000DM000,4000787030016,1
2016-01-11,Z304JFKR,ST4000DM000,4000787030016,1
2016-01-11,W300SNV4,ST4000DM000,4000787030016,1
2016-01-11,Z304JFKL,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG3RMSA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,JK11A8B9J3ANTF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,9VY8TCAV,ST3160318AS,160041885696,1
2016-01-11,Z304JMYN,ST4000DM000,4000787030016,1
2016-01-11,Z300K15M,ST4000DM000,4000787030016,1
2016-01-11,Z3016PM7,ST4000DM000,4000787030016,1
2016-01-11,Z300MFYX,ST4000DM000,4000787030016,1
2016-01-11,Z3016PM1,ST4000DM000,4000787030016,1
2016-01-11,Z3016PM0,ST4000DM000,4000787030016,1
2016-01-11,Z3016PM2,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGSU9TJ,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,MJ1311YNG31SWA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z302B0GK,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSBSKH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1321LAGAVZ8H,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z300V4L2,ST4000DM000,4000787030016,1
2016-01-11,S300Z538,ST4000DM000,4000787030016,1
2016-01-11,Z305ARF8,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGMTRRJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z305B6S3,ST4000DM000,4000787030016,1
2016-01-11,Z305B6S2,ST4000DM000,4000787030016,1
2016-01-11,Z305B6S8,ST4000DM000,4000787030016,1
2016-01-11,PL1321LAG34BPH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,JK11A4B8J7S2YW,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z302BQC4,ST4000DM000,4000787030016,1
2016-01-11,MK0311YHG4UDMA,Hitachi HDS723030ALA640,3000592982016,1
2016-01-11,Z302BTEL,ST4000DM000,4000787030016,1
2016-01-11,MK0331YHGRPKNA,Hitachi HDS723030ALA640,3000592982016,1
2016-01-11,Z3040K6E,ST4000DM000,4000787030016,1
2016-01-11,Z4D04BDA,ST6000DX000,6001175126016,1
2016-01-11,Z4D07DAQ,ST6000DX000,6001175126016,1
2016-01-11,JK1101B8GLG7HZ,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,S3000QAP,ST4000DM000,4000787030016,1
2016-01-11,JK11A8B9J8T7SF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z3025PJS,ST4000DM000,4000787030016,1
2016-01-11,Z3025KP2,ST4000DM000,4000787030016,1
2016-01-11,Z302B0GV,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGS0V8H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z304SDVG,ST4000DM000,4000787030016,1
2016-01-11,Z302BQCE,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGS3JJH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z302B0GY,ST4000DM000,4000787030016,1
2016-01-11,Z4D066SX,ST6000DX000,6001175126016,1
2016-01-11,Z4D049M8,ST6000DX000,6001175126016,1
2016-01-11,Z303Y3W7,ST4000DM000,4000787030016,1
2016-01-11,Z3016FTL,ST4000DM000,4000787030016,1
2016-01-11,6XW01Z10,ST31500541AS,1500301910016,1
2016-01-11,S301P1XM,ST4000DM000,4000787030016,1
2016-01-11,Z3042M4K,ST4000DM000,4000787030016,1
2016-01-11,JK1101B8KKR1NZ,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z3026Q0H,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNG9YHPA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL2331LAGM3M6J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,MJ0351YNGA3Z0A,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z305B6SX,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGS7P9H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,JK11A8B9J3A1XF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,MJ0351YNG9XP5A,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,JK11A8B9J29WMF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,PL1331LAGTU6TH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z304J038,ST4000DM000,4000787030016,1
2016-01-11,S300Z4E7,ST4000DM000,4000787030016,1
2016-01-11,Z300KF5Z,ST4000DM000,4000787030016,1
2016-01-11,Z300XH6Q,ST4000DM000,4000787030016,1
2016-01-11,Z304J033,ST4000DM000,4000787030016,1
2016-01-11,S301NKH8,ST4000DM000,4000787030016,1
2016-01-11,Z300XH6J,ST4000DM000,4000787030016,1
2016-01-11,Z4D05K47,ST6000DX000,6001175126016,1
2016-01-11,MK0311YHGGM47A,Hitachi HDS723030ALA640,3000592982016,1
2016-01-11,Z3019H81,ST4000DM000,4000787030016,1
2016-01-11,Z305AQLP,ST4000DM000,4000787030016,1
2016-01-11,Z305AQLQ,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGU9EYJ,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z300XH6A,ST4000DM000,4000787030016,1
2016-01-11,Z4D0BQVS,ST6000DX000,6001175126016,1
2016-01-11,Z300XH6F,ST4000DM000,4000787030016,1
2016-01-11,WD-WCC4M6EFNKX7,WDC WD20EFRX,2000398934016,1
2016-01-11,MJ0351YNGA40AA,Hitachi HDS5C3030ALA630,3000592982016,1
